TableName,varName,longDescription
IC2022_PY,CIPSUPP4,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Cost of books and supplies for the 4th largest program

BOOKS AND SUPPLIES - The average cost of books and supplies for a typical student for an entire academic year (or program). Do not include unusual costs for special groups of students (e.g., engineering or art majors), unless they constitute the majority of students at your institution."
IC2022_PY,CIPLGTH4,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Total length of program in clock or credit hours of 4th largest program 

Clock hour. A period of time consisting of (1) A 50- to 60-minute class, lecture, or recitation in a 60-minute period; (2) A 50- to 60-minute faculty-supervised laboratory, shop training, or internship in a 60-minute period; or (3) Sixty minutes of preparation in a correspondence course.

Credit hour  A unit of measure representing the equivalent of an hour (50 minutes) of instruction per week over the entire term. It is applied toward the total number of credit hours needed for completing the requirements of a degree, diploma, certificate, or other formal award."
IC2022_PY,CIPCODE5,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

CIP code of the 5th largest program

CIP CODE - A six-digit code in the form xx.xxxx that identifies instructional program specialties within educational institutions."
IC2022_PY,CIPTUIT5,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Tuition and fees of the 5th largest program

TUITION AND REQUIRED FEES - Tuition is the amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
Required fees is the fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception."
IC2022_PY,CIPSUPP5,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Cost of books and supplies for the 5th largest program

BOOKS AND SUPPLIES - The average cost of books and supplies for a typical student for an entire academic year (or program). Do not include unusual costs for special groups of students (e.g., engineering or art majors), unless they constitute the majority of students at your institution."
IC2022_PY,CIPLGTH5,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Total length of program in clock or credit hours of 5th largest program 

Clock hour. A period of time consisting of (1) A 50- to 60-minute class, lecture, or recitation in a 60-minute period; (2) A 50- to 60-minute faculty-supervised laboratory, shop training, or internship in a 60-minute period; or (3) Sixty minutes of preparation in a correspondence course.

Credit hour  A unit of measure representing the equivalent of an hour (50 minutes) of instruction per week over the entire term. It is applied toward the total number of credit hours needed for completing the requirements of a degree, diploma, certificate, or other formal award."
IC2022_PY,CIPCODE6,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

CIP code of the 6th largest program

CIP CODE - A six-digit code in the form xx.xxxx that identifies instructional program specialties within educational institutions."
IC2022_PY,CIPTUIT6,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Tuition and fees of the 6th largest program

TUITION AND REQUIRED FEES - Tuition is the amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
Required fees is the fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception."
IC2022_PY,CIPSUPP6,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Cost of books and supplies for the 6th largest program

BOOKS AND SUPPLIES - The average cost of books and supplies for a typical student for an entire academic year (or program). Do not include unusual costs for special groups of students (e.g., engineering or art majors), unless they constitute the majority of students at your institution."
IC2022_PY,CIPLGTH6,"Please list the five next largest programs and provide the requested information for each program. Report the tuition and fees and the cost of books and supplies for the TOTAL LENGTH OF THE PROGRAM. Also report the length of the entire program in terms of clock or credit hours. 

Total length of program in clock or credit hours of 6th largest program 

Clock hour. A period of time consisting of (1) A 50- to 60-minute class, lecture, or recitation in a 60-minute period; (2) A 50- to 60-minute faculty-supervised laboratory, shop training, or internship in a 60-minute period; or (3) Sixty minutes of preparation in a correspondence course.

Credit hour  A unit of measure representing the equivalent of an hour (50 minutes) of instruction per week over the entire term. It is applied toward the total number of credit hours needed for completing the requirements of a degree, diploma, certificate, or other formal award."
IC2022_PY,LNAYHR1,"Total length of academic year (as used to calculate your Pell budget) in contact or credit hours

The academic year length reported in hours should be the same calculation used for required reporting the Pell budget. This number will be used to calculate academic year costs for the institution and will impact the net price calculation."
IC2022_PY,LNAYWK1,"Total length of academic year (as used to calculate your Pell budget) in weeks

The academic year length reported in hours should be the same calculation used for required reporting the Pell budget. This number will be used to calculate academic year costs for the institution and will impact the net price calculation."
DRVIC2022,CINSON,"Cost of attendance for full-time, first-time degree/certificate seeking in-state undergraduate students living on campus for                  
academic year 2022-23. It includes in-state tuition and fees, books and supplies, on campus room and board, and other on campus expenses.                                                                                 
cinson=chg2ay3+chg4ay3+chg5ay3+chg6ay3"
DRVIC2022,COTSON,"Cost of attendance for full-time, first-time degree/certificate seeking out-of-state undergraduate students living on campus for  academic year 2022-23. It includes in-out-of-state tuition and fees, books and supplies, on campus room and board, and other on campus expenses.                                                                                 
cotson=chg3ay3+chg4ay3+chg5ay3+chg6ay3"
DRVIC2022,CINSOFF,"Cost of attendance for full-time, first-time degree/certificate seeking in-state undergraduate students living off campus (not with family) for academic year 2022-23. It includes in-state tuition and fees, books and supplies, off campus (not with family) room and board, and other off campus (not with family) expenses.                                                                                                          
cinsoff=chg2ay3+chg4ay3+chg7ay3+chg8ay3"
DRVIC2022,COTSOFF,"Cost of attendance for full-time, first-time degree/certificate seeking out-of-state undergraduate students living off campus (not with family) for academic year 2022-23. It includes out-of-state tuition and fees, books and supplies, off campus (not with family) room and board, and other off campus (not with family) expneses.
                                                                                                          
cotsoff=chg3ay3+chg4ay3+chg7ay3+chg8ay3"
DRVIC2022,CINSFAM,"Cost of attendance for full-time, first-time degree/certificate seeking in-state undergraduate students living off campus (with family) for academic year 2022-23. It includes in-state tuition and fees, books and supplies, and other off campus (with family)expenses.                                                                                             
cinsfam=chg2ay3+chg4ay3+chg9ay3"
DRVIC2022,COTSFAM,"Cost of attendance for full-time, first-time degree/certificate seeking out-of-state undergraduate students living off campus (with family) for academic year 2022-23. It includes out-of-state tuition and fees, books and supplies, and other off campus (with family)expenses.     
                                                                                        
cotsfam=chg3ay3+chg4ay3+chg9ay3"
IC2022_AY,TUITION2,"Charges to full-time undergraduate students for the full academic year 2022-23

In-state average tuition

IN-STATE TUITION - The tuition charged by institutions to those students who meet the state's or institution's residency requirements. 
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more clock hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,FEE2,"Charges to full-time undergraduate students for the full academic year 2022-23 

In-state Required fees

IN-STATE FEES - The fees charged by institutions to those students who meet the state's or institution's residency requirements.
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more clock hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June;  usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,HRCHG2,"Per credit hour charge for part-time undergraduate students 

In-state per credit hour charge

IN-STATE PER CREDIT HOUR CHARGE - The amount charged by institutions to those students who meet the state's or institution's residency requirements.
CREDIT HOUR - A unit of measure representing an hour (50 minutes) of instruction over a 15-week period in a semester or trimester system or a 10-week period in a quarter system. It is applied toward the total number of hours needed for completing the requirements of a degree, diploma, certificate, or other formal award. 
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
PART-TIME STUDENT Undergraduate - A student enrolled for either 11 semester credits or less, or 11 quarter credits or less, or less than 24 clock hours a week each term."
IC2022_AY,TUITION3,"Charges to full-time undergraduate students for the full academic year 2022-23 

Out-of-state average tuition

OUT-OF-STATE TUITION - The tuition charged by institutions to those students who do not meet the institution's or state's residency requirements 
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more clock hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,FEE3,"Charges to full-time undergraduate students for the full academic year 2022-23 

Out-of-state Required fees

OUT-OF-STATE FEES - The fees charged by institutions to those students who do not meet the institution's or state's residency requirements 
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more clock hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,HRCHG3,"Per credit hour charge for part-time undergraduate students 

Out-of-state per credit hour charge

OUT-OF-STATE PER CREDIT HOUR CHARGE - The amount charged by institutions to those students who do not meet the state's or institution's residency requirements.
CREDIT HOUR - A unit of measure representing an hour (50 minutes) of instruction over a 15-week period in a semester or trimester system or a 10-week period in a quarter system. It is applied toward the total number of hours needed for completing the requirements of a degree, diploma, certificate, or other formal award. 
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
PART-TIME STUDENT Undergraduate - A student enrolled for either 11 semester credits or less, or 11 quarter credits or less, or less than 24 clock hours a week each term."
IC2022_AY,TUITION6,"Charges to full-time graduate students for the full academic year 2022-23

In-state average tuition

IN-STATE TUITION - The tuition charged by institutions to those students who meet the state's or institution's residency requirements. 
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
GRADUATE STUDENT - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs. 
FULL-TIME STUDENT Graduate - A student enrolled for 9 or more semester credits, or 9 or more quarter credits, or students involved in thesis or dissertation preparation that are considered full time by the institution. 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,FEE6,"Charges to full-time graduate students for the full academic year 2022-23 

In-state required fees

IN-STATE FEES - The fees charged by institutions to those students who meet the state's or institution's residency requirements.
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
GRADUATE STUDENT - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs. 
FULL-TIME STUDENT Graduate - A student enrolled for 9 or more semester credits, or 9 or more quarter credits, or students involved in thesis or dissertation preparation that are considered full time by the institution. 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,HRCHG6,"Per credit hour charge for part-time graduate students 

In-state per credit hour charge

IN-STATE PER CREDIT HOUR CHARGE - The amount charged by institutions to those students who meet the state's or institution's residency requirements
CREDIT HOUR - A unit of measure representing an hour (50 minutes) of instruction over a 15-week period in a semester or trimester system or a 10-week period in a quarter system. It is applied toward the total number of hours needed for completing the requirements of a degree, diploma, certificate, or other formal award. 
GRADUATE STUDENT - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs. 
PART-TIME STUDENT Graduate - A student enrolled for either 8 semester credits or less, or 8 quarter credits or less. 

"
IC2022_AY,TUITION7,"Charges to full-time graduate students for the full academic year 2022-23

Out-of-state average tuition

OUT-OF-STATE TUITION - The tuition charged by institutions to those students who do not meet the state's or institution's residency requirements. 
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
GRADUATE STUDENT - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs. 
FULL-TIME STUDENT Graduate - A student enrolled for 9 or more semester credits, or 9 or more quarter credits, or students involved in thesis or dissertation preparation that are considered full time by the institution. 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,FEE7,"Charges to full-time graduate students for the full academic year 2022-23 

Out-of-state required fees

OUT-OF-STATE FEES - The fees charged by institutions to those students who do not meet the state's or institution's residency requirements.
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception
GRADUATE STUDENT - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs. 
FULL-TIME STUDENT Graduate - A student enrolled for 9 or more semester credits, or 9 or more quarter credits, or students involved in thesis or dissertation preparation that are considered full time by the institution. 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,HRCHG7,"Per credit hour charge for part-time graduate students 

Out-of-state per credit hour charge

OUT-OF-STATE PER CREDIT HOUR CHARGE - The amount charged by institutions to those students who do not meet the state's or institution's residency requirements
CREDIT HOUR - A unit of measure representing an hour (50 minutes) of instruction over a 15-week period in a semester or trimester system or a 10-week period in a quarter system. It is applied toward the total number of hours needed for completing the requirements of a degree, diploma, certificate, or other formal award. 
GRADUATE STUDENT - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs. 
PART-TIME STUDENT Graduate - A student enrolled for either 8 semester credits or less, or 8 quarter credits or less. 

"
IC2022_AY,ISPROF1,"List the typical tuition and required fees for a full-time doctor's professional practice student for the full academic year

Chiropractic (D.C. or D.C.M.) - In-state tuition 

IN-STATE TUITION - The tuition charged by institutions to those students who meet the state's or institution's residency requirements. 
Tuition - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.

Doctor's professional practice - A doctor's degree that is conferred upon completion of a program providing the knowledge and skills for the recognition, credential, or license required for professional practice. The degree is awarded after a period of study such that the total time to the degree, including both pre-professional and professional preparation, equals at least six full-time equivalent academic years. Some of these degrees were formerly classified as first-professional and may include: Chiropractic (D.C. or D.C.M.); Dentistry (D.D.S. or D.M.D.); Law (L.L.B. or J.D.); Medicine (M.D.); Optometry (O.D.); Osteopathic Medicine (D.O); Pharmacy (Pharm.D.); Podiatry (D.P.M., Pod.D., D.P.); or, Veterinary Medicine (D.V.M.), and others, as designated by the awarding institution.

Full-time doctor's professional practice - As defined by the institution 

ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,ISPFEE1,"List the typical tuition and required fees for a full-time doctor's professional practice student for the full academic year 

Chiropractic (D.C. or D.C.M.) - In-state required fees 

IN-STATE REQUIRED FEES - The fees charged by institutions to those students who meet the state's or institution's residency requirements. 
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception.
A doctor's degree that is conferred upon completion of a program providing the knowledge and skills for the recognition, credential, or license required for professional practice. The degree is awarded after a period of study such that the total time to the degree, including both pre-professional and professional preparation, equals at least six full-time equivalent academic years. Some of these degrees were formerly classified as first-professional and may include: Chiropractic (D.C. or D.C.M.); Dentistry (D.D.S. or D.M.D.); Law (L.L.B. or J.D.); Medicine (M.D.); Optometry (O.D.); Osteopathic Medicine (D.O); Pharmacy (Pharm.D.); Podiatry (D.P.M., Pod.D., D.P.); or, Veterinary Medicine (D.V.M.), and others, as designated by the awarding institution.
Full-time doctor's professional practice - As defined by the institution 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2022_AY,OSPROF1,"List the typical tuition and required fees for a full-time doctor's professional practice student for the full academic year 

Chiropractic (D.C. or D.C.M.) - Out-of-state tuition 

OUT-OF-STATE TUITION - The tuition charged by institutions to those students who do not meet the state's or institution's residency requirements. 
Tuition - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
Doctor's professional practice - A doctor's degree that is conferred upon completion of a program providing the knowledge and skills for the recognition, credential, or license required for professional practice. The degree is awarded after a period of study such that the total time to the degree, including both pre-professional and professional preparation, equals at least six full-time equivalent academic years. Some of these degrees were formerly classified as first-professional and may include: Chiropractic (D.C. or D.C.M.); Dentistry (D.D.S. or D.M.D.); Law (L.L.B. or J.D.); Medicine (M.D.); Optometry (O.D.); Osteopathic Medicine (D.O); Pharmacy (Pharm.D.); Podiatry (D.P.M., Pod.D., D.P.); or, Veterinary Medicine (D.V.M.), and others, as designated by the awarding institution.
FULL-TIME Doctor's professional practice - As defined by the institution 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
