TableName,varName,longDescription
IC2004_AY,TUITION3,"Charges to full-time undergraduate students for the full academic year 2004-05 

Out-of-state average tuition

OUT-OF-STATE TUITION - The tuition charged by institutions to those students who do not meet the institution's or state's residency requirements 
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan. 

"
IC2004_AY,FEE3,"Charges to full-time undergraduate students for the full academic year 2004-05 

Out-of-state Required fees

OUT-OF-STATE FEES - The fees charged by institutions to those students who do not meet the institution's or state's residency requirements 
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan. 

"
IC2004_AY,HRCHG3,"Per credit hour charge for part-time undergraduate students 

Out-of-state per credit hour charge

OUT-OF-STATE PER CREDIT HOUR CHARGE - The amount charged by institutions to those students who do not meet the state's or institution's residency requirements.
CREDIT HOUR - A unit of measure representing an hour (50 minutes) of instruction over a 15-week period in a semester or trimester system or a 10-week period in a quarter system. It is applied toward the total number of hours needed for completing the requirements of a degree, diploma, certificate, or other formal award. 
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
PART-TIME STUDENT Undergraduate - A student enrolled for either 11 semester credits or less, or 11 quarter credits or less, or less than 24 contact hours a week each term. 

"
HD2004,INSTCAT,"Institutional category

This indicator was derived using the level of offerings reported on the 2004-05 Institutional Characteristics (IC) component and the number and level of awards that were reported on the 2003-04 Completions (C) component.

The following is the specific derivation:

1) Degree-granting, graduate with no undergraduate degrees - These institutions offer either a Master's degree (LEVEL7), Doctor's degree (LEVEL9) or a First-professional degree (LEVEL10) and do not offer a Bachelor's degree (LEVEL5) or an Associate's degree (LEVEL3). 

2) Degree-granting, primarily baccalaureate or above - These institutions offer a bachelor's degree (LEVEL5). Also, the total number of degrees/certificates at or above the bachelor's level awarded divided by the total number of degrees/certificates awarded is greater than 50 percent. (IC and C)

3) Degree-granting, other baccalaureate granting - These institutions offer a bachelor's degree (LEVEL5). Also,  the total number of degrees/certificates at or above the bachelor's level awarded divided by the total number of degrees/certificates awarded must be less than or equal to 50 percent.(IC and C)

Bachelor's  degrees and all other degrees/certificates above the bachelor's degree awarded is the sum of: 
 Bachelor's degrees (CRACE24,AWLEVEL=5,MAJORNUM=1)
 Postbaccalaureate certificates (CRACE24,AWLEVEL=6,MAJORNUM=1)
 Master's degrees (CRACE24,AWLEVEL=7,MAJORNUM=1)
 Post-master's certificates (CRACE24,AWLEVEL=8,MAJORNUM=1)
 Doctor's degrees (CRACE24,AWLEVEL=9,MAJORNUM=1)
 First-professional degrees (CRACE24,AWLEVEL=10,MAJORNUM=1)
 First-professional certificates (CRACE24,AWLEVEL=11,MAJORNUM=1)

Total degrees and certificates is the sum of:
 Bachelor degrees and all other degrees/certificates above the bachelors degree as defined above and 
 Associate's degrees (CRACE24,AWLEVEL=3,MAJORNUM=1)
Postsecondary certificates, awards or diplomas of at least two but less-than four academic years (CRACE24,AWLEVEL=4,MAJORNUM=1).
Postsecondary certificates, awards or diplomas of at least one but less-than two academic years (CRACE24,AWLEVEL=2,MAJORNUM=1); 
Postsecondary certificates, awards or diplomas of less than one academic year (CRACE24,AWLEVEL=1,MAJORNUM=1) 

4) Degree-granting,  Associate's and certificates - Institutions offer an Associate's degree (LEVEL3) and may offer other postsecondary certificates, awards or diplomas of less than one academic year (LEVEL1); at least one but less-than two academic years (LEVEL2); at least two but less-than four academic years (LEVEL4). (IC)

5) Nondegree-granting, above the baccalaureate - Institutions do not offer Associate's (LEVEL3), Bachelor's (LEVEL5), Master's (LEVEL7), Doctor's (LEVEL9) or First-professional (LEVEL10) degrees, but offer either Postbaccaulaureate (LEVEL6), Post-master's (LEVEL8) or First-professional (LEVEL11) certificates. (IC)

6) Nondegree-granting, sub-baccalaureate - Institutions do not offer Associate's (LEVEL3), Bachelor's (LEVEL5), Master's (LEVEL7), Doctor's (LEVEL9),  or  First-professional(LEVEL10) degrees, or certificates above the baccalaureate level(LEVEL6,LEVEL8 and LEVEL11). They do offer postsecondary certificates, awards or diplomas of less than one academic year (LEVEL1); at least one but less than two academic years (LEVEL2); or at least two but less than four academic years.(LEVEL4) (IC)

All inactive institutions (CYACTIVE in (2,3)) and administrative units (Sector=0) were coded as not applicable. Any institution that did not respond to the 2004-05 Institutional Characteristics component or the 2003-04 Completions component were coded as not reported or could not derive. These were all NonTitle IV institutions.

Additional notes on classifying Degree-granting primarily baccalaureate or above and other baccalaureate granting:

Degree-granting institutions whose completions data are reported with their parent institution were assigned the same code as the parent institution.
 
New degree-granting institutions that offer a bachelor's degree, but have not yet awarded bachelor degrees in academic year 2003-04 were assigned as follows:

  If an institution reported a zero in any program (CIP code) for bachelor's degrees or above (indicating the level was offered) and did not report a zero for any program (CIP code) at any level below the bachelor's, the institution was classified as Degree-granting, primarily baccalaureate or above.
  
  If an institution reported a zero in any program (CIP code) at any level below the bachelor's degree and did not report a zero for any program (CIP code) for bachelor's degrees or above, the institution was classified as Degree-granting, other baccalaureate granting.
  
  For institutions that reported zeros for both bachelor's degrees or above and for levels below the bachelor's the number of programs (CIP codes) by level was used to determine the primary classification. If the number of programs with reported zeros for degrees/certificates at the bachelor's level or above was greater than the number of programs with reported zeros for degrees/certificates less than the baccalaureate, the institution was classified as Degree-granting, primarily bachelor's or above.  If the number of programs with reported zeros for degrees/certificates at the bachelor's level or above was less than the number of programs with reported zeros for degrees/certificates less than the baccalaureate, the institution was classified as Degree-granting, other baccalaureate granting. 
"
EF2004A,EFRACE01,"Fall enrollment by race/ethnicity - Grand total
nonresident alien men enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2004A,EFRACE02,"Fall enrollment by race/ethnicity - Grand total
nonresident alien women enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2004A,EFRACE17,"Fall enrollment by race/ethnicity - Grand total
nonresident aliens enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2004CP,EFRACE01,"Fall enrollment by race/ethnicity - Grand total
nonresident alien men enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2004CP,EFRACE02,"Fall enrollment by race/ethnicity - Grand total
nonresident alien women enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2004CP,EFRACE17,"Fall enrollment by race/ethnicity - Grand total
nonresident aliens enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
C2004_A,CRACE24,"Awards/degrees conferred between July 1, 2003 and June 30, 2004 to all recipients, across all race/ethnicities and both genders"
SFA0304,SCFA1N,"Student Financial Aid and Student Counts - Fall Cohort

The number of full-time first-time degree/certificate-seeking undergraduates (2003 fall cohort.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student - Undergraduate— A student enrolled for 12 or more semester credits , or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SFA0304,SCFA1P,"Student Financial Aid and Student Counts - Fall Cohort

Percentage of all undergraduates who were full-time, first-time degree/certificate-seeking (2003 fall cohort).

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student - Undergraduate— A student enrolled for 12 or more semester credits , or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SFA0304,SCFA2,"Student Financial Aid and Student Counts - Fall Cohort

Total number of undergraduate students.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate.
"
SFA0304,ANYAIDN,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Number of full-time, first-time degree/certificate-seeking undergraduate students who received any financial aid.
       
Financial aid - Grants, loans, assistantships, scholarships, fellowships, tuition waivers, tuition discounts, veteran's benefits, employer aid (tuition reimbursement) and other monies (other than from relatives/friends) provided to students to meet expenses. This includes Title IV subsidized and unsubsidized loans made directly to students. 
                     
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs.
"
SFA0304,ANYAIDP,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Percentage of all full-time, first-time degree/certificate-seeking undergraduate students who received any financial aid.
       
Financial aid - Grants, loans, assistantships, scholarships, fellowships, tuition waivers, tuition discounts, veteran's benefits, employer aid (tuition reimbursement) and other monies (other than from relatives/friends) provided to students to meet expenses. This includes Title IV subsidized and unsubsidized loans made directly to students. 
                     
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs.
"
SFA0304,FGRNT_N,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.


Student Financial Aid and Student Counts - Financial Aid

Number of full-time, first-time degree/certificate-seeking undergraduate students who received federal grants (grants/educational assistance funds).

Federal grants (grants/educational assistance funds) - Grants provided by federal agencies such as the U.S. Department of Education, including Title IV Pell Grants and Supplemental Educational Opportunity Grants (SEOG). Also includes need-based and merit-based educational assistance funds and training vouchers provided from other federal agencies and/or federally-sponsored educational benefits programs, including the Veteran's Administration, Department of Labor, and other federal agencies.
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs.
"
SFA0304,FGRNT_P,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Percentage of full-time, first-time degree/certificate-seeking undergraduate students who received federal grants (grants/educational assistance funds).

Federal grants (grants/educational assistance funds) - Grants provided by federal agencies such as the U.S. Department of Education, including Title IV Pell Grants and Supplemental Educational Opportunity Grants (SEOG). Also includes need-based and merit-based educational assistance funds and training vouchers provided from other federal agencies and/or federally-sponsored educational benefits programs, including the Veteran's Administration, Department of Labor, and other federal agencies.
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs.
"
SFA0304,FGRNT_A,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Average amount of federal grants (grants/educational assistance funds) received by full-time, first-time degree/certificate-seeking undergraduate undergraduate students.

Federal grants (grants/educational assistance funds) - Grants provided by federal agencies such as the U.S. Department of Education, including Title IV Pell Grants and Supplemental Educational Opportunity Grants (SEOG). Also includes need-based and merit-based educational assistance funds and training vouchers provided from other federal agencies and/or federally-sponsored educational benefits programs, including the Veteran's Administration, Department of Labor, and other federal agencies.
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs.
"
SFA0304,SGRNT_N,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Number of full-time, first-time degree/certificate-seeking undergraduate students who received state/local grants (grants/scholarships/waivers).

State and local government grants - State and local monies awarded to the institution under state and local student aid programs, including the state portion of State Student Incentives Grants (SSIG). 
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs.
"
