TableName,varName,longDescription
IC2005_AY,TUITION3,"Charges to full-time undergraduate students for the full academic year 2005-06 

Out-of-state average tuition

OUT-OF-STATE TUITION - The tuition charged by institutions to those students who do not meet the institution's or state's residency requirements 
TUITION - Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit.
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2005_AY,FEE3,"Charges to full-time undergraduate students for the full academic year 2005-06 

Out-of-state Required fees

OUT-OF-STATE FEES - The fees charged by institutions to those students who do not meet the institution's or state's residency requirements 
REQUIRED FEES - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
FULL-TIME STUDENT Undergraduate - A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term 
ACADEMIC YEAR - The period of time generally extending from September to June; usually equated to 2 semesters or trimesters, 3 quarters, or the period covered by a 4-1-4 plan."
IC2005_AY,HRCHG3,"Per credit hour charge for part-time undergraduate students 

Out-of-state per credit hour charge

OUT-OF-STATE PER CREDIT HOUR CHARGE - The amount charged by institutions to those students who do not meet the state's or institution's residency requirements.
CREDIT HOUR - A unit of measure representing an hour (50 minutes) of instruction over a 15-week period in a semester or trimester system or a 10-week period in a quarter system. It is applied toward the total number of hours needed for completing the requirements of a degree, diploma, certificate, or other formal award. 
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate. 
PART-TIME STUDENT Undergraduate - A student enrolled for either 11 semester credits or less, or 11 quarter credits or less, or less than 24 contact hours a week each term. 

"
HD2005,INSTCAT,"Institutional category

This indicator was derived using the level of offerings reported on the 2005-06 Institutional Characteristics (IC) component and the number and level of awards that were reported on the 2004-05 Completions (C) component.

The following is the specific derivation:

1) Degree-granting, graduate with no undergraduate degrees - These institutions offer either a Master's degree (LEVEL7), Doctor's degree (LEVEL9) or a First-professional degree (LEVEL10) and do not offer a Bachelor's degree (LEVEL5) or an Associate's degree (LEVEL3). 

2) Degree-granting, primarily baccalaureate or above - These institutions offer a bachelor's degree (LEVEL5). Also, the total number of degrees/certificates at or above the bachelor's level awarded divided by the total number of degrees/certificates awarded is greater than 50 percent. (IC and C)

3) Degree-granting, other baccalaureate granting - These institutions offer a bachelor's degree (LEVEL5). Also,  the total number of degrees/certificates at or above the bachelor's level awarded divided by the total number of degrees/certificates awarded must be less than or equal to 50 percent.(IC and C)

Bachelor's  degrees and all other degrees/certificates above the bachelor's degree awarded is the sum of: 
 Bachelor's degrees (CRACE24,AWLEVEL=5,MAJORNUM=1)
 Postbaccalaureate certificates (CRACE24,AWLEVEL=6,MAJORNUM=1)
 Master's degrees (CRACE24,AWLEVEL=7,MAJORNUM=1)
 Post-master's certificates (CRACE24,AWLEVEL=8,MAJORNUM=1)
 Doctor's degrees (CRACE24,AWLEVEL=9,MAJORNUM=1)
 First-professional degrees (CRACE24,AWLEVEL=10,MAJORNUM=1)
 First-professional certificates (CRACE24,AWLEVEL=11,MAJORNUM=1)

Total degrees and certificates is the sum of:
 Bachelor degrees and all other degrees/certificates above the bachelors degree as defined above and 
 Associate's degrees (CRACE24,AWLEVEL=3,MAJORNUM=1)
Postsecondary certificates, awards or diplomas of at least two but less-than four academic years (CRACE24,AWLEVEL=4,MAJORNUM=1).
Postsecondary certificates, awards or diplomas of at least one but less-than two academic years (CRACE24,AWLEVEL=2,MAJORNUM=1); 
Postsecondary certificates, awards or diplomas of less than one academic year (CRACE24,AWLEVEL=1,MAJORNUM=1) 

4) Degree-granting,  Associate's and certificates - Institutions offer an Associate's degree (LEVEL3) and may offer other postsecondary certificates, awards or diplomas of less than one academic year (LEVEL1); at least one but less-than two academic years (LEVEL2); at least two but less-than four academic years (LEVEL4). (IC)

5) Nondegree-granting, above the baccalaureate - Institutions do not offer Associate's (LEVEL3), Bachelor's (LEVEL5), Master's (LEVEL7), Doctor's (LEVEL9) or First-professional (LEVEL10) degrees, but offer either Postbaccaulaureate (LEVEL6), Post-master's (LEVEL8) or First-professional (LEVEL11) certificates. (IC)

6) Nondegree-granting, sub-baccalaureate - Institutions do not offer Associate's (LEVEL3), Bachelor's (LEVEL5), Master's (LEVEL7), Doctor's (LEVEL9),  or  First-professional(LEVEL10) degrees, or certificates above the baccalaureate level(LEVEL6,LEVEL8 and LEVEL11). They do offer postsecondary certificates, awards or diplomas of less than one academic year (LEVEL1); at least one but less than two academic years (LEVEL2); or at least two but less than four academic years.(LEVEL4) (IC)

All inactive institutions (CYACTIVE in (2,3)) and administrative units (Sector=0) were coded as not applicable. Any institution that did not respond to the 2005-06 Institutional Characteristics component or the 2004-05 Completions component were coded as not reported or could not derive. These were all NonTitle IV institutions.

Additional notes on classifying Degree-granting primarily baccalaureate or above and other baccalaureate granting:

Degree-granting institutions whose completions data are reported with their parent institution were assigned the same code as the parent institution.
 
New degree-granting institutions that offer a bachelor's degree, but have not yet awarded bachelor degrees in academic year 2004-05 were assigned as follows:

  If an institution reported a zero in any program (CIP code) for bachelor's degrees or above (indicating the level was offered) and did not report a zero for any program (CIP code) at any level below the bachelor's, the institution was classified as Degree-granting, primarily baccalaureate or above.
  
  If an institution reported a zero in any program (CIP code) at any level below the bachelor's degree and did not report a zero for any program (CIP code) for bachelor's degrees or above, the institution was classified as Degree-granting, other baccalaureate granting.
  
  For institutions that reported zeros for both bachelor's degrees or above and for levels below the bachelor's the number of programs (CIP codes) by level was used to determine the primary classification. If the number of programs with reported zeros for degrees/certificates at the bachelor's level or above was greater than the number of programs with reported zeros for degrees/certificates less than the baccalaureate, the institution was classified as Degree-granting, primarily bachelor's or above.  If the number of programs with reported zeros for degrees/certificates at the bachelor's level or above was less than the number of programs with reported zeros for degrees/certificates less than the baccalaureate, the institution was classified as Degree-granting, other baccalaureate granting. 
"
HD2005,CCIPUG,"Carnegie Classification 2005: Undergraduate Instructional Program

The instructional program classification is based on three pieces of information: the level of undergraduate degrees awarded (associate’s or bachelor’s), the proportion of bachelor’s degree majors in the arts and sciences and in professional fields, and the extent to which an institution awards graduate degrees in the same fields in which it awards undergraduate degrees.

The distinction between arts and sciences and professional undergraduate majors is one that has been made in the Classification since 1987 (but only for undergraduate colleges), and researchers and others in the higher education community have also made similar distinctions. We are extending and elaborating the previous analysis by (1) applying it to almost all baccalaureate-level institutions, (2) making finer distinctions along the arts & sciences – professions continuum, and (3) recognizing a “middle ground” where the two domains exist in relative balance with respect to graduating students’ major concentrations. 

A high concentration of majors in the arts and sciences is not the same as a liberal arts education, and we do not view any particular location on this continuum as the special province of liberal education. Examples of high-quality liberal education exist across the spectrum.

Some institutions enroll no graduate students. Others may have graduate programs that operate relatively independently of the undergraduate program (such as a law school). Still others offer graduate education in most or all fields where they have undergraduate programs. And of course, some institutions fall between these extremes. By examining the number of undergraduate fields in which we also see graduate degrees, we can locate institutions along this continuum of undergraduate-graduate “coexistence.” Departments that teach only undergraduates can differ in many ways from those that also train graduate students. Examples of such differences include faculty activities and instructional resources.

It is important to emphasize that we do not view these continua (arts & sciences – professions or graduate coexistence) as signifying gradations in value or quality.
The categories are as follows:

Assoc: Associate’s. According to the degree data, these institutions awarded associate’s degrees but no bachelor’s degrees.

Assoc-Dom: Associate’s Dominant. These institutions awarded both associate’s and bachelor’s degrees, but the majority of degrees awarded were at the associate’s level.

A&S-F/NGC: Arts & sciences focus, no graduate coexistence. According to the degree data, at least 80 percent of bachelor’s degree majors were in the arts and sciences, and no graduate degrees were awarded in fields corresponding to undergraduate majors.

A&S-F/SGC: Arts & sciences focus, some graduate coexistence. At least 80 percent of bachelor’s degree majors were in the arts and sciences, and graduate degrees were observed in some of the fields corresponding to undergraduate majors (but less than half).

A&S-F/HGC: Arts & sciences focus, high graduate coexistence. At least 80 percent of bachelor’s degree majors were in the arts and sciences, and graduate degrees were observed in at least half of the fields corresponding to undergraduate majors.

A&S+Prof/NGC: Arts & sciences plus professions, no graduate coexistence. According to the degree data, 60–79 percent of bachelor’s degree majors were in the arts and sciences, and no graduate degrees were awarded in fields corresponding to undergraduate majors.

A&S+Prof/SGC: Arts & sciences plus professions, some graduate coexistence. 60–79 percent of bachelor’s degree majors were in the arts and sciences, and graduate degrees were observed in some of the fields corresponding to undergraduate majors (but less than half).

A&S+Prof/HGC: Arts & sciences plus professions, high graduate coexistence. 60–79 percent of bachelor’s degree majors were in the arts and sciences, and graduate degrees were observed in at least half of the fields corresponding to undergraduate majors.

Bal/NGC: Balanced arts & sciences/professions, no graduate coexistence. According to the degree data, bachelor’s degree majors were relatively balanced between arts and sciences and professional fields (41–59 percent in each), and no graduate degrees were awarded in fields corresponding to undergraduate majors.

Bal/SGC: Balanced arts & sciences/professions, some graduate coexistence. Bachelor’s degree majors were relatively balanced between arts and sciences and professional fields (41–59 percent in each), and graduate degrees were observed in some of the fields corresponding to undergraduate majors (but less than half).

Bal/HGC: Balanced arts & sciences/professions, high graduate coexistence. Bachelor’s degree majors were relatively balanced between arts and sciences and professional fields (41–59 percent in each), and graduate degrees were observed in at least half of the fields corresponding to undergraduate majors.

Prof+A&S/NGC: Professions plus arts & sciences, no graduate coexistence. According to the degree data, 60–79 percent of bachelor’s degree majors were in professional fields (such as business, education, engineering, health, and social work), and no graduate degrees were awarded in fields corresponding to undergraduate majors.

Prof+A&S/SGC: Professions plus arts & sciences, some graduate coexistence. 60–79 percent of bachelor’s degree majors were in professional fields, and graduate degrees were observed in some of the fields corresponding to undergraduate majors (but less than half).

Prof+A&S/HGC: Professions plus arts & sciences, high graduate coexistence. 60–79 percent of bachelor’s degree majors were in professional fields, and graduate degrees were observed in at least half of the fields corresponding to undergraduate majors.

Prof-F/NGC: Professions focus, no graduate coexistence. According to the degree data, at least 80 percent of bachelor’s degree majors were in professional fields (such as business, education, engineering, health, and social work), and no graduate degrees were awarded in fields corresponding to undergraduate majors.

Prof-F/SGC: Professions focus, some graduate coexistence. At least 80 percent of bachelor’s degree majors were in professional fields, and graduate degrees were observed in some of the fields corresponding to undergraduate majors (but less than half).

Prof-F/HGC: Professions focus, high graduate coexistence. At least 80 percent of bachelor’s degree majors were in professional fields, and graduate degrees were observed in at least half of the fields corresponding to undergraduate majors.

For a complete description and technical details visit the Carnegie Foundation Website at www.carnegiefoundation.org/classifications/


"
HD2005,CCENRPRF,"Carnegie Classification 2005: Enrollment Profile Classification

By grouping institutions according to the mix of students enrolled at the undergraduate and graduate/professional levels, this classification provides a bird’s eye view of the student population. Exclusively undergraduate institutions are further broken down by level (two-year and four-year). For institutions with both undergraduate and graduate/professional students, institutions are grouped according to the distribution of full-time equivalent students across the two levels, giving an approximate measure of the student population’s “center of gravity.” As a result, it reflects important differences with respect to educational mission as well as institutional climate and culture—differences that can have implications for infrastructure, services, and resource allocation.

The categories are as follows:

ExU2: Exclusively undergraduate two-year. Fall enrollment data show only undergraduates enrolled, and at these associate’s degree granting institutions.

ExU4: Exclusively undergraduate four-year. Fall enrollment data show only undergraduates enrolled, at these bachelor’s granting institutions.

VHU: Very high undergraduate. Fall enrollment data show both undergraduate and graduate/professional students, with the latter group accounting for less than 10 percent of FTE* enrollment.

HU: High undergraduate. Fall enrollment data show both undergraduate and graduate/professional students, with the latter group accounting for at least 10–24 percent of FTE enrollment.

MU: Majority undergraduate. Fall enrollment data show both undergraduate and graduate/professional students, with the latter group accounting for 25–49 percent of FTE enrollment.

MGP: Majority graduate/professional. Fall enrollment data show both undergraduate and graduate/professional students, with the latter group accounting for at least half of FTE enrollment.

ExGP: Exclusively graduate/professional. Fall enrollment data show only graduate/professional students enrolled.

* FTE: Full-time equivalent enrollment was calculated as full-time plus one-third part-time.

Classifications are time-specific snapshots of institutional attributes and behavior based on data from 2003 and 2004. Institutions might be classified differently using a different timeframe.

For a complete description and technical details visit the Carnegie Foundation Website at www.carnegiefoundation.org/classifications/

"
HD2005,LANDGRNT,"Land Grant Institution

A land-grant college or university is an institution that has been designated by its state legislature or Congress to receive the benefits of the Morrill Acts of 1862 and 1890. The original mission of these institutions, as set forth in the first Morrill Act, was to teach agriculture, military tactics, and the mechanic arts as well as classical studies so that members of the working classes could obtain a liberal, practical education. 

Over the years, land-grant status has implied several types of federal support. The first Morrill Act provided grants in the form of federal lands to each state for the establishment of a public institution to fulfill the act's provisions. At different times money was appropriated through legislation such as the second Morrill Act and the Bankhead-Jones Act, although the funding provisions of these acts are no longer in effect. Today, the Nelson Amendment to the Morrill Act provides a permanent annual appropriation of $50,000 per state and territory. 

A key component of the land-grant system is the agricultural experiment station program created by the Hatch Act of 1887. The Hatch Act authorized direct payment of federal grant funds to each state to establish an agricultural experiment station in connection with the land-grant institution there. The amount of this appropriation varies from year to year and is determined for each state through a formula based on the number of small farmers there. A major portion of the federal funds must be matched by the state. 

To disseminate information gleaned from the experiment stations' research, the Smith-Lever Act of 1914 created a Cooperative Extension Service associated with each U.S. land-grant institution. This act authorized ongoing federal support for extension services, using a formula similar to the Hatch Act's to determine the amount of the appropriation. This act also requires that the states provide matching funds in order to receive the federal monies.


Passage of the First Morrill Act (1862) reflected a growing demand for agricultural and technical education in the United States. While a number of institutions had begun to expand upon the traditional classical curriculum, higher education was still widely unavailable to many agricultural and industrial workers. The Morrill Act was intended to provide a broad segment of the population with a practical education that had direct relevance to their daily lives.

The Second Morrill Act (1890) sought to extend access to higher education by providing additional endowments for all land-grants, but prohibiting distribution of money to states that made distinctions of race in admissions. However, states that provided a separate land-grant institution for blacks were eligible to receive the funds. The institutions that, as a result of this act, were founded or designated the land-grant for blacks in each of the then-segregated Southern states came to be known as ""the 1890 land-grants.""  Native American tribal colleges are sometimes called the ""1994 land-grants.""

For more information on Land Grant Institutions see www.nasulgc.org/publications/Land_Grant/land.htm



"
EF2005A,EFRACE01,"Fall enrollment by race/ethnicity - Grand total
nonresident alien men enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2005A,EFRACE02,"Fall enrollment by race/ethnicity - Grand total
nonresident alien women enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
EF2005A,EFRACE17,"Fall enrollment by race/ethnicity - Grand total
nonresident aliens enrolled for credit

NONRESIDENT ALIEN - A person who is not a citizen or national of the United States and who is in this country on a visa or temporary basis and does not have the right to remain indefinitely.
NOTE - Nonresident aliens are included here, rather than in any of the five racial/ethnic categories described below. Resident aliens and other eligible (for financial aid purposes) non-citizens who are not citizens or nationals of the United States and who have been admitted as legal immigrants for the purpose of obtaining permanent resident alien status (and who hold either an alien registration card (Form I-551 or I-151), a Temporary Resident Card (Form I-688), or an Arrival-Departure Record (Form I-94) with a notation that conveys legal immigrant status such as Section 207 Refugee, Section 208 Asylee, Conditional Entrant Parolee or Cuban-Haitian) are to be reported in the appropriate racial/ethnic categories along with United States citizens.

CREDIT - Recognition of attendance or performance in an instructional activity (course or program) that can be applied by a recipient toward the requirements for a degree, diploma, certificate, or other formal award.

NOTE: Enrollment reported is of the institution's official fall reporting date or October 15.
"
C2005_A,CRACE24,"Awards/degrees conferred between July 1, 2004 and June 30, 2005 to all recipients, across all race/ethnicities and both genders"
S2005_ABD,SABDTYPE,"Description of staff counted, by primary funcition and occupation, full- or part-time. PRIMARY OCCUPATIONAL ACTIVITY - The principal activity of a staff member as determined by the institution. If an individual participates in two or more activities, the primary activity is normally determined by the amount of time spent in each activity. 

FULL-TIME STAFF (EMPLOYEES) 
As defined by the institution. The type of appointment at the snapshot date determines whether an employee is full time or part time. The employee's term of contract is not considered in making the determination of full or part time. 


PART-TIME STAFF(EMPLOYEES) 
As determined by the institution. The type of appointment at the snapshot date determines whether an employee is full time or part time. The employee's term of contract is not considered in making the determination of full or part time. Casual employees (hired on an ad-hoc basis or occasional basis to meet short-term needs) and students in the College Work-Study Program are not considered part-time staff. 


FACULTY 
Persons identified by the institution as such and typically those whose initial assignments are made for the purpose of conducting instruction, research or public service as a principal activity (or activities). They may hold academic rank titles of professor, associate professor, assistant professor, instructor, lecturer or the equivalent of any of those academic ranks. Faculty may also include the chancellor/president, provost, vice provosts, deans, directors or the equivalent, as well as associate deans, assistant deans and executive officers of academic departments (chairpersons, heads or the equivalent) if their principal activity is instruction combined with research and/or public service. The designation as ""faculty"" is separate from the activities to which they may be currently assigned. For example, a newly appointed president of an institution may also be appointed as a faculty member. Graduate, instruction, and research assistants are not included in this category 

9/10-MONTH SALARY CONTRACT/TEACHING PERIOD - The contracted teaching period of faculty employed for 2 semesters, 3 quarters, 2 trimesters,  4-month sessions, or the equivalent. 
11/12-MONTH SALARY CONTRACT/TEACHING PERIOD - The contracted teaching period of faculty employed for the entire year, usually a period of 11 or 12 months. 
LESS-THAN-9-MONTH SALARY CONTRACT/TEACHING PERIOD -The contracted teaching period of faculty employed for less than 2 semesters, 3 quarters, 2 trimesters, or 2 4-month sessions. 

EXECUTIVE, ADMINISTRATIVE, AND MANAGERIAL 
Persons whose assignments require management of the institution, or a customarily recognized department or subdivision thereof. Assignments require the performance of work directly related to management policies or general business operations of the institution, department or subdivision. Assignments in this category customarily and regularly require the incumbent to exercise discretion and independent judgment. Included in this category are employees holding titles such as: top executives; chief executives; general and operations managers; advertising, marketing, promotions, public relations, and sales managers; operations specialties managers; administrative services managers; computer and information systems managers; financial managers; human resources managers; purchasing managers; postsecondary education administrators such as: presidents, vice presidents (including assistants and associates), deans (including assistants and associates) if their principal activity is administrative and not primarily instruction, research or public service, directors (including assistants and associates), department heads (including assistants and associates) if their principal activity is administrative and not primarily instruction, research or public service, assistant and associate managers (including first-line managers of service, production and sales workers who spend more than 80 percent of their time performing supervisory activities); engineering managers; food service managers; lodging managers; and medical and health services managers. 

GRADUATE ASSISTANTS 
Students employed on a part-time basis for the primary purpose of assisting in classroom or laboratory instruction or in the conduct of research. Graduate students having titles such as graduate assistant, teaching assistant, teaching associate, teaching fellow, or research assistant typically hold these positions. Students in the College Work-Study Program are not included in this category. 


OTHER PROFESSIONAL STAFF (SUPPORT/SERVICE) 
Persons employed for the primary purpose of performing academic support, student service, and institutional support, whose assignments would require either a baccalaureate degree or higher or experience of such kind and amount as to provide a comparable background. Included in this category are all employees holding titles such as business operations specialists; buyers and purchasing agents; human resources, training, and labor relations specialists; management analysts; meeting and convention planners; miscellaneous business operations specialists; financial specialists; accountants and auditors; budget analysts; financial analysts and advisors; financial examiners; loan counselors and officers; computer specialists; computer and information scientists, research; computer programmers; computer software engineers; computer support specialists; computer systems analysts; database administrators; network and computer systems administrators; network systems and data communication analysts; counselors, social workers, and other community and social service specialists; counselors; social workers; health educators; clergy; directors, religious activities and education; lawyers; librarians, curators, and archivists; museum technicians and conservators; librarians; artists and related workers; designers; athletes, coaches, umpires; dancers and choreographers; music directors and composers; chiropractors; dentists; dietitians and nutritionists; optometrists; pharmacists; physicians and surgeons; podiatrists; registered nurses; therapists; a 

TECHNICAL AND PARAPROFESSIONAL (STAFF) 
Persons whose assignments require specialized knowledge or skills which may be acquired through experience, apprenticeship, on-the-job-training, or academic work in occupationally specific programs that result in a 2-year degree or other certificate or diploma. Includes persons who perform some of the duties of a professional in a supportive role, which usually requires less formal training and/or experience than normally required for professional status. Included in this category are mathematical technicians; life, physical, and social science technicians; agricultural and food science technicians; chemical technicians; geological and petroleum technicians; nuclear technicians; paralegals and legal assistants; miscellaneous legal support workers; health technologists and technicians; dietetic technicians; pharmacy technicians; licensed practical and licensed vocational nurses; medical records and health information technicians; opticians, dispensing; healthcare support occupations; nursing aides, orderlies, and attendants; physical therapist assistants and aides; massage therapists; dental assistants; medical assistants; and pharmacy aides. 

CLERICAL AND SECRETARIAL 
Persons whose assignments typically are assoc"
S2005_ABD,STAFF24,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Grand total across all race/ethnicities and both genders."
S2005_F,STAFF24,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Grand total across all race/ethnicities and both genders."
