varName,varTitle
MD_INC_UNKN_2YR_TRANS_YR2_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 2 years"
HI_INC_DEATH_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who died within 2 years at original institution"
HI_INC_COMP_ORIG_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who completed within 2 years at original institution"
HI_INC_COMP_4YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 2 years"
HI_INC_COMP_2YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 2 years"
HI_INC_WDRAW_ORIG_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 2 years"
HI_INC_WDRAW_4YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 2 years"
HI_INC_WDRAW_2YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 2 years"
HI_INC_ENRL_ORIG_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 2 years"
HI_INC_ENRL_4YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 2 years"
HI_INC_ENRL_2YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 2 years"
HI_INC_UNKN_ORIG_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 2 years at original institution"
HI_INC_UNKN_4YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 2 years"
HI_INC_UNKN_2YR_TRANS_YR2_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 2 years"
LO_INC_DEATH_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who died within 3 years at original institution"
LO_INC_COMP_ORIG_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who completed within 3 years at original institution"
LO_INC_COMP_4YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 3 years"
LO_INC_COMP_2YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 3 years"
LO_INC_WDRAW_ORIG_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 3 years"
LO_INC_WDRAW_4YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 3 years"
LO_INC_WDRAW_2YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 3 years"
LO_INC_ENRL_ORIG_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 3 years"
LO_INC_ENRL_4YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 3 years"
LO_INC_ENRL_2YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 3 years"
LO_INC_UNKN_ORIG_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 3 years at original institution"
LO_INC_UNKN_4YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 3 years"
LO_INC_UNKN_2YR_TRANS_YR3_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 3 years"
MD_INC_DEATH_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 3 years at original institution"
MD_INC_COMP_ORIG_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 3 years at original institution"
MD_INC_COMP_4YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 3 years"
MD_INC_COMP_2YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 3 years"
MD_INC_WDRAW_ORIG_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 3 years"
MD_INC_WDRAW_4YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 3 years"
MD_INC_WDRAW_2YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 3 years"
MD_INC_ENRL_ORIG_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 3 years"
MD_INC_ENRL_4YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 3 years"
MD_INC_ENRL_2YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 3 years"
MD_INC_UNKN_ORIG_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 3 years at original institution"
MD_INC_UNKN_4YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 3 years"
MD_INC_UNKN_2YR_TRANS_YR3_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 3 years"
HI_INC_DEATH_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who died within 3 years at original institution"
HI_INC_COMP_ORIG_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who completed within 3 years at original institution"
HI_INC_COMP_4YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 3 years"
HI_INC_COMP_2YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 3 years"
HI_INC_WDRAW_ORIG_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 3 years"
HI_INC_WDRAW_4YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 3 years"
HI_INC_WDRAW_2YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 3 years"
HI_INC_ENRL_ORIG_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 3 years"
HI_INC_ENRL_4YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 3 years"
HI_INC_ENRL_2YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 3 years"
HI_INC_UNKN_ORIG_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 3 years at original institution"
HI_INC_UNKN_4YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 3 years"
HI_INC_UNKN_2YR_TRANS_YR3_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 3 years"
LO_INC_DEATH_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who died within 4 years at original institution"
LO_INC_COMP_ORIG_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who completed within 4 years at original institution"
LO_INC_COMP_4YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years"
LO_INC_COMP_2YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years"
LO_INC_WDRAW_ORIG_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 4 years"
LO_INC_WDRAW_4YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years"
LO_INC_WDRAW_2YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years"
LO_INC_ENRL_ORIG_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 4 years"
LO_INC_ENRL_4YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years"
LO_INC_ENRL_2YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years"
LO_INC_UNKN_ORIG_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 4 years at original institution"
LO_INC_UNKN_4YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years"
LO_INC_UNKN_2YR_TRANS_YR4_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years"
MD_INC_DEATH_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 4 years at original institution"
MD_INC_COMP_ORIG_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 4 years at original institution"
MD_INC_COMP_4YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years"
MD_INC_COMP_2YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years"
MD_INC_WDRAW_ORIG_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 4 years"
MD_INC_WDRAW_4YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years"
MD_INC_WDRAW_2YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years"
MD_INC_ENRL_ORIG_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 4 years"
MD_INC_ENRL_4YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years"
MD_INC_ENRL_2YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years"
MD_INC_UNKN_ORIG_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 4 years at original institution"
MD_INC_UNKN_4YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years"
MD_INC_UNKN_2YR_TRANS_YR4_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years"
HI_INC_DEATH_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who died within 4 years at original institution"
HI_INC_COMP_ORIG_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who completed within 4 years at original institution"
HI_INC_COMP_4YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years"
HI_INC_COMP_2YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years"
HI_INC_WDRAW_ORIG_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 4 years"
HI_INC_WDRAW_4YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years"
HI_INC_WDRAW_2YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years"
HI_INC_ENRL_ORIG_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 4 years"
HI_INC_ENRL_4YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years"
HI_INC_ENRL_2YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years"
HI_INC_UNKN_ORIG_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 4 years at original institution"
HI_INC_UNKN_4YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years"
HI_INC_UNKN_2YR_TRANS_YR4_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years"
LO_INC_DEATH_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who died within 6 years at original institution"
LO_INC_COMP_ORIG_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who completed within 6 years at original institution"
LO_INC_COMP_4YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 6 years"
LO_INC_COMP_2YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 6 years"
LO_INC_WDRAW_ORIG_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 6 years"
LO_INC_WDRAW_4YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 6 years"
LO_INC_WDRAW_2YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 6 years"
LO_INC_ENRL_ORIG_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 6 years"
LO_INC_ENRL_4YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 6 years"
LO_INC_ENRL_2YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 6 years"
LO_INC_UNKN_ORIG_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 6 years at original institution"
LO_INC_UNKN_4YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 6 years"
LO_INC_UNKN_2YR_TRANS_YR6_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 6 years"
MD_INC_DEATH_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 6 years at original institution"
MD_INC_COMP_ORIG_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 6 years at original institution"
MD_INC_COMP_4YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 6 years"
MD_INC_COMP_2YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 6 years"
MD_INC_WDRAW_ORIG_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 6 years"
MD_INC_WDRAW_4YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 6 years"
MD_INC_WDRAW_2YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 6 years"
MD_INC_ENRL_ORIG_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 6 years"
MD_INC_ENRL_4YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 6 years"
MD_INC_ENRL_2YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 6 years"
MD_INC_UNKN_ORIG_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 6 years at original institution"
MD_INC_UNKN_4YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 6 years"
MD_INC_UNKN_2YR_TRANS_YR6_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 6 years"
HI_INC_DEATH_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who died within 6 years at original institution"
HI_INC_COMP_ORIG_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who completed within 6 years at original institution"
HI_INC_COMP_4YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 6 years"
HI_INC_COMP_2YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 6 years"
HI_INC_WDRAW_ORIG_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 6 years"
HI_INC_WDRAW_4YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 6 years"
HI_INC_WDRAW_2YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 6 years"
HI_INC_ENRL_ORIG_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 6 years"
HI_INC_ENRL_4YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 6 years"
HI_INC_ENRL_2YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 6 years"
HI_INC_UNKN_ORIG_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 6 years at original institution"
HI_INC_UNKN_4YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 6 years"
HI_INC_UNKN_2YR_TRANS_YR6_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 6 years"
LO_INC_DEATH_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who died within 8 years at original institution"
LO_INC_COMP_ORIG_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who completed within 8 years at original institution"
LO_INC_COMP_4YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 8 years"
LO_INC_COMP_2YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 8 years"
LO_INC_WDRAW_ORIG_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 8 years"
LO_INC_WDRAW_4YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 8 years"
LO_INC_WDRAW_2YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 8 years"
LO_INC_ENRL_ORIG_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 8 years"
LO_INC_ENRL_4YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 8 years"
LO_INC_ENRL_2YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 8 years"
LO_INC_UNKN_ORIG_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 8 years at original institution"
LO_INC_UNKN_4YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 8 years"
LO_INC_UNKN_2YR_TRANS_YR8_RT,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 8 years"
MD_INC_DEATH_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 8 years at original institution"
MD_INC_COMP_ORIG_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 8 years at original institution"
MD_INC_COMP_4YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 8 years"
MD_INC_COMP_2YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 8 years"
MD_INC_WDRAW_ORIG_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 8 years"
MD_INC_WDRAW_4YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 8 years"
MD_INC_WDRAW_2YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 8 years"
MD_INC_ENRL_ORIG_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 8 years"
MD_INC_ENRL_4YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 8 years"
MD_INC_ENRL_2YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 8 years"
MD_INC_UNKN_ORIG_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 8 years at original institution"
MD_INC_UNKN_4YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 8 years"
MD_INC_UNKN_2YR_TRANS_YR8_RT,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 8 years"
HI_INC_DEATH_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who died within 8 years at original institution"
HI_INC_COMP_ORIG_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who completed within 8 years at original institution"
HI_INC_COMP_4YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 8 years"
HI_INC_COMP_2YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 8 years"
HI_INC_WDRAW_ORIG_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 8 years"
HI_INC_WDRAW_4YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 8 years"
HI_INC_WDRAW_2YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 8 years"
